EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
2560795.159,11819216.99,,25648890.41,,-9437667.051,,244393.7382,3827112.35,86003.79534,9822113.895,-4914012.246,42677901.55,40158068.78,1866704.028,,Sospechoso
380179.42,6740872.739,552805.436,1996022.098,303322.0865,,9749444.42,168476.9037,5182892.523,104401.0888,10992897.69,-6481333.202000001,,22507585.33,,1323467.876,Sospechoso
595880.702,15275652.2,3198493.117,5364927.195,1602721.554,371180.9507,29247075.43,245066.4499,3111729.219,359109.0592,10559131.43,,135678881.4,41698139.89,14104966.83,,Sospechoso
,2677315.182,1266005.431,2714265.904,,,4252876.032,,2439490.081,55270.75369,5319549.03,-3461584.9289999995,37727647.56,30200537.53,2860181.035,2878085.844,Sospechoso
404193.8359,12558032.2,,7805751.716,3760662.838,515686.3511,,325924.3013,2090594.166,87370.22752,14241958.87,-3310422.117,165614386.8,,5507979.293,,Sospechoso
560535.0961,27738058.0,,17476964.32,1072014.655,-3801325.419,,412229.9469,1936137.005,156667.5764,15641661.35,-5115695.631,66424189.94,76873295.29,7164570.463,13125339.68,Sospechoso
482577.456,28833232.65,4140045.535,10165802.82,3423622.914,-5920055.607000002,34513728.31,340502.5796,5216225.716,15875.14179,24125250.34,-7564535.5589999985,178136799.6,,11852826.44,,Sospechoso
1658812.017,29442997.07,9652419.403,524583.5711,,-5049149.452,31519210.96,,3098478.142,11117640.18,14161832.42,-3084011.048,100787878.5,156623853.5,22858455.85,27076624.67,Sospechoso
325033.9418,24102208.46,1506827.126,1327017.96,705295.7698,-4587922.66,,,2523703.821,1469580.055,,-5402350.594,66769292.16,84468566.86,,10633776.01,Sospechoso
403582.8867,32203078.06,7491327.84,552435.466,381009.5765,-2635780.2830000003,18314584.33,1144288.98,5546994.3160000015,3741269.782,15943475.09,-5932034.415,57308478.89,89779059.48,10733721.81,9799994.666,Sospechoso
,9118224.789,69394.1698,,1609636.875,-14789837.4,1934546.859,330139.6015,,8246.045968999999,20543057.47,-4304113.395,64906099.0,54243985.92,1470289.639,2118118.3880000003,Sospechoso
1043939.296,6642289.892999998,5723951.071,388670.1282,,-635019.6994,12236955.59,295344.4234,7396147.265,4063095.952,10022563.67,-2359429.962,108240414.9,21154216.2,,4000011.961,Sospechoso
2975630.29,8756395.864,3827794.41,685886.4222,704745.9296,-4776763.049,11783405.9,132821.3724,5441091.837,4492190.732,1499231.938,-2817695.627,41894049.48,42620879.26,3486133.814,6855084.859,Sospechoso
,6744462.536,178029.7317,3761715.523,530691.7225,-7900801.313999998,12515673.63,99604.46834,1822838.409,254214.5411,2093363.156,-5867607.524,13756482.67,106881562.6,3351319.699,5835771.194,Sospechoso
,8525506.228,1696778.178,7438056.918,1273584.039,14630.57234,19363487.57,262558.3495,,295446.1726,6186805.57,-4117758.292,52743237.11,61811719.43,9810110.875,7110921.932,Sospechoso
1412400.71,13782956.37,583110.3165,3087721.628,1130443.162,-7192522.522999999,15069595.41,,,1491216.14,10582816.07,-2539303.819,65470692.06,29391166.07,3213284.771,7126110.484,Sospechoso
,54413655.19,,33948997.31,1264967.067,-9936799.354,34601237.14,1305246.985,3531532.955,25378.01966,29144647.18,-7588508.449,131791194.4,241073473.2,7892834.335,12845630.23,Sospechoso
813377.5223,27378561.77,1720981.205,2582894.882,757183.8765,-6912757.706,13463919.47,327681.96,1607154.085,388657.9845,,-4562620.155,71464908.78,60098467.12,5031901.748,11947388.46,Sospechoso
2416413.996,29881855.31,975049.1208,,,,40069644.76,,7681539.984,1513953.114,7729688.377,,74973989.54,,23310976.22,,Sospechoso
2238839.28,32521264.36,19089629.02,1012700.723,,-5449347.614,34615661.42,476990.828,7162322.264,2284469.4680000003,17412141.28,-5515814.672,226259342.8,608772094.2,,18978702.4,Sospechoso
1108236.815,19406069.19,4587097.552,9198225.124,2496417.253,-80541.91275,23832954.27,1102889.553,7405142.777000002,1565970.559,,-3070196.234,,38014956.78,6464032.9920000015,7352387.417,Sospechoso
477773.7977,12815870.17,1785062.303,,583181.3667,-3819934.469,9519219.037,104867.3505,460770.7391,24099.75879,20480812.25,-2028841.752,122041914.8,8981736.466,3007078.461,10020157.84,Sospechoso
614825.4795,9478598.966,12584487.12,103743.7123,1291898.977,-296901.66,7380466.65,421184.0495,2661788.136,3638583.003,12014346.57,-3998981.205,97959885.92,94539504.75,4778540.246,9364322.083,Sospechoso
,6835512.516,1014127.328,1549649.312,473314.5392,,5616174.63,,,,12622996.51,-3964068.4460000005,39929135.69,12383701.62,,3819692.392,Sospechoso
1565270.623,19919655.76,,266625.777,2129510.168,-1531538.19,,863906.2068,2465574.091,,,-3027247.705,147602973.5,353654210.1,19056417.52,24770788.77,Sospechoso
651847.9522,23248188.45,9158960.281,716648.7593,493385.537,-2522906.8540000003,,420524.4142,4540418.375,354686.9574,21318098.18,-6168089.136,153300718.6,35907678.95,4724244.806,6126872.562999999,Sospechoso
549941.442,7076101.215,5701106.412000001,208653.0956,676409.1119,-1650008.355,6556536.927,334590.9561,3994247.16,2348266.1,,-4238634.207,,50351940.22,4705677.096,4868403.936000002,Sospechoso
582999.1225,14443007.73,,1708121.4430000002,2397539.716,,11711532.86,,5855359.885,460158.2305,17287601.78,-6963961.046,94766857.67,236047710.3,1970272.084,4949226.079,Sospechoso
173601.9187,13857633.67,11158200.28,,152939.1468,673253.0788,15739415.89,214522.8932,2263356.382,643675.7151,19412443.13,-5360015.157,96495831.42,22563175.22,7046841.778,,Sospechoso
34976.386230000004,3706384.346,659963.6283,,,-2892517.456,3951449.037,67399.58555,1580072.4630000002,14070.48674,22554407.35,,68232297.65,5058379.335,2477876.694,1078520.819,Sospechoso
376021.4097,14156574.58,359270.2324,384510.5636,674493.8848,-11417669.39,,127484.7638,,23737.36912,22935154.24,-2622415.339,108324693.0,19665519.68,6182524.126,,Sospechoso
1392363.753,,4133366.199,13180075.72,1836343.588,-3494260.222,38631222.3,,,1622744.457,10758228.41,,99210854.6,195223475.7,,17858708.21,Sospechoso
652880.3491,11416896.84,9085876.046,276726.8647,494534.3126,-261137.4033,14610494.45,221434.0786,1814614.931,1014572.828,10341479.22,-2664273.713,,28304184.34,12389090.8,10879398.78,Sospechoso
2465573.8230000003,9758371.258,2816614.625,506216.2272,268174.1754,-8039911.23,5749831.9920000015,,2883968.53,3205345.178000001,5045847.437,,,,890017.1952,6313735.494,Sospechoso
,,2464157.049,893993.8917,,-152940.1971,3054099.467,133574.4977,2163564.797,287410.6256,3809326.295,-3581389.576000001,,23293971.04,767988.1277,2608274.483,Sospechoso
275493.8049,6465468.887999998,428170.2557,1595338.951,153218.2811,-2178515.182,10347700.51,319328.8822,1779264.449,458463.6415,5400543.7239999985,-3825440.744,,14337997.69,6963844.389,,Sospechoso
5847800.961,26203580.89,3903699.427,11564590.5,1891626.907,-8921935.206,20732910.99,900404.5962,12453897.48,2694565.687,14784169.3,,82110410.46,,2802790.7830000003,,Sospechoso
463023.1426,11484016.4,3103000.6210000007,1097333.686,925812.3433,647749.2220000001,,194988.8719,4125891.337,2398074.551,9524369.963,-3927893.102,66997214.12,41827425.16,4886467.315,8275701.589,Sospechoso
904278.0861,24560573.01,6338448.884,273917.9531,978762.0751,-7192369.315,18986820.02,358678.2072,3349390.642,1968257.528,20832817.99,-4891496.216,147901010.2,96832727.91,6287933.28,11708805.47,Sospechoso
1478935.951,24471209.61,8607550.845,1092825.7140000002,842509.0941,-4573991.836,27555565.36,442462.5967,2106833.035,2455960.547,10816483.52,,84735104.94,268905128.9,,22596086.83,Sospechoso
,21005367.69,1520903.8280000002,1886323.703,868752.8594,,17200405.67,418073.9107,7277755.3160000015,43319.93215,27673875.59,-7317090.997,101859496.7,69488809.43,3138216.193,,Sospechoso
338267.0874,5086459.85,55029.19431,10247384.02,1868983.459,-7527079.759,3417543.259,134846.7028,1275324.957,,18303743.51,-3702126.711,78741386.16,,1314376.841,1829849.71,Sospechoso
1157911.542,17340442.22,1089812.458,636759.7138,240626.9198,,11983158.79,243443.6204,2786684.986,,6232133.362000002,,28747948.32,,11504532.83,10589179.61,Sospechoso
,,14042307.4,3828356.105,1596952.725,-2506164.978,22585895.1,,3406020.128,19201720.26,-565746.2479,-2088576.435,53066353.4,,19226287.8,34328011.07,Sospechoso
4794139.751,15668876.18,17164695.7,,2804423.6010000003,-1166192.784,34533915.91,,3986291.01,2942911.705,8769678.944,-3502570.203,211132186.7,259923216.4,14064693.72,20631544.0,Sospechoso
442832.4722,23978693.43,5060566.005,1737763.4840000004,543435.0657,,26045478.19,501199.5727,5181921.673,495687.1425,21032540.68,-6302181.196,95100862.84,51013349.41,5440227.049,7422927.793,Sospechoso
774150.5594,21513466.53,,3394066.7660000008,2307148.861,-4261341.784,11112108.15,660565.7532,1771675.754,,16745755.0,-4172106.819,127465419.5,106186422.1,5252259.178,,Sospechoso
417744.2977,,4564.715827,379600.5079,139653.357,-12846933.73,1799857.302,246339.3229,2632175.827,555558.6093,,-6128314.2179999985,,9430540.939,38274.91251,,Sospechoso
2278670.155,25323085.75,1720194.791,11759263.87,1317936.822,,21673050.73,765238.4141,9405815.977,813082.0179999998,17763991.77,-5489890.889,86416884.3,89717323.28,5203834.213,6444562.84,Sospechoso
138803.5302,16642234.15,622054.6408,1651419.398,157759.7129,-3572527.045,10530333.79,348155.6899,1025388.934,62169.80404,16497151.46,-6472409.507,22797597.47,33638426.13,3754802.2,6202313.182,Sospechoso
926724.7038,26349642.82,,3875078.526,1831328.782,-6220715.169,,,7843859.79,32524.78435,19937142.18,-6616558.824,207769816.1,171369425.8,,7033468.142000001,Sospechoso
5839584.0,,199987.4505,216454679.0,2233635.884,-13178392.81,43720134.36,1249369.4840000002,8073919.877,491334.9561,23515137.97,-4113953.949,139678320.4,108718310.6,9669522.659,14394397.1,Sospechoso
361548.8207,7158326.85,,2822765.039,3851457.121,-403745.8563,12564606.15,59378.43835,1539084.584,,6426162.022000001,-4188995.11,135608668.9,132140548.3,5592007.766,6123911.42,Sospechoso
,43301664.57,7276252.579,3941777.854,1673164.194,-6329363.544,,884427.5394,5111297.727,1464811.775,21795866.59,,148514646.8,424714838.2,19969380.8,21724545.54,Sospechoso
355830.4445,12982914.8,208454.403,,845843.9533,-5470574.39,12580944.57,320562.2645,1152714.898,,15096127.36,,42927625.3,55107882.98,3106274.617,5890117.804,Sospechoso
536927.483,2876574.3210000005,1204471.398,205951.1602,706131.4594,-7614328.722999998,2508387.859,,4237070.0419999985,407996.4737,7338584.006,-6760691.278,26667120.55,88447285.26,995595.8428,,Sospechoso
1719634.03,21261950.97,8646094.176,641806.8765,1099909.6090000002,-6905926.001,,1368146.627,11695653.97,4400877.801,20743750.79,-5894331.674,126139487.4,108639656.5,4873413.38,6073384.569,Sospechoso
1103703.113,,4852119.5260000015,,357215.9891,-1454211.833,49390584.5,,2315370.175,6146897.501,8113544.903,-3855835.845,56061851.65,97007964.5,20955217.23,26566624.82,Sospechoso
2234962.914,16134857.97,5674318.7179999985,3811694.239,1827033.067,-5767477.286,,113301.0436,1850374.72,224035.8236,,-3337027.94,95089664.4,,22890853.2,21079077.72,Sospechoso
797216.2693,14995811.98,,252252.6613,721993.8864,,24759574.58,1637124.9730000002,,9917129.327,,-4528252.794,,80073402.0,10958972.64,9636439.075,Sospechoso
648825.5832,24772160.18,12714597.1,718838.4573,1973405.6,,26742336.58,383129.3102,2026225.46,1390156.844,15522221.76,-3457626.484,175275179.8,252011905.2,26863963.18,24389409.13,Sospechoso
4395344.022,13328096.86,508721.1799,751289.0393,407596.8019,-13095550.02,7968358.489,,4217910.6669999985,6325756.551,6976482.347,-4075091.243,19058098.89,98650635.25,3235165.936,8170925.302,Sospechoso
1544286.595,27416392.62,10581775.8,5936457.262999998,972139.4453,1030515.108,,754340.0681,2986267.053000001,2150256.413,12992436.69,,135130780.0,68258239.84,18157719.57,23181158.17,Sospechoso
8817021.182,57373835.23,,45580559.16,2633845.601,-13888520.7,44687523.97,1022378.846,20555837.82,99632.67137,33500288.29,-7743791.731000002,,,9073732.23,,Sospechoso
463537.3115,6138117.49,,101601.5736,443540.2195,-3765286.547,,,1764732.965,2835279.025,14260054.93,-1892514.517,,13852615.49,3116364.066,6425417.121,Sospechoso
1705165.062,7345726.034,8075181.292,409289.6835,853676.1169,-1784793.855,8146634.103999998,670703.3654,2274436.177,4122729.324,7595987.227000001,-3007132.653,68387312.68,,4810125.574,,Sospechoso
863735.4152,16495645.15,4477960.136,3791542.375,1389696.708,-3597606.51,17718031.73,558617.666,2953872.736,685428.2564,11292137.58,-4402402.623,66294687.45,200370238.9,17772340.14,,Sospechoso
4619525.301,42354819.92,2806672.927,,3943097.181,-10385753.38,,654066.4509,,801331.786,19173914.77,-5015718.487,182350618.0,542229518.3,11556468.03,19838782.81,Sospechoso
,32704250.73,2979806.792,4476163.237,223845.2591,-1524108.87,41250267.88,,3557077.027,667795.6906,14020789.75,-3589086.802,77923284.02,19639860.19,,,Sospechoso
2029285.022,37185133.34,3711932.559,61159257.38,2632763.559,-6156463.156,,1092795.789,11538371.48,507580.423,17062853.92,,145269258.1,,13847819.16,11345431.09,Sospechoso
1044039.822,9806288.674,2917421.172,,1095593.034,-4791230.759,,167502.1096,8831209.937,774002.3421,9271468.548,-4786097.777,60972931.87,102632840.1,11560532.56,6298782.72,Sospechoso
490200.8739,,3141059.678000001,22608965.83,270178.6855,-7207619.077,83083726.09,613612.2985,2681161.217,18381.13705,29068820.24,-7049069.001,140444894.2,137041366.7,34252457.9,25884630.47,Sospechoso
,7420613.812999999,2876825.847,431104.3738,171367.7665,-1715409.52,8420482.176,458253.3303,5653219.8089999985,1360804.131,,,35815689.25,,2421476.094,1989265.71,Sospechoso
3845600.967,,6265454.786,8026508.153,4107506.13,-11074557.48,34164083.96,1718232.239,15469929.91,1432597.867,27155476.45,-6214280.32,286505758.9,492680631.6,10316008.25,9729676.981,Sospechoso
712643.6731,9361215.492,7894050.607000002,114309.2714,784432.9551,-299948.9456,,374541.5514,3644048.859,5935995.5320000015,8327766.29,-4862753.459,48258875.37,49525624.36,713938.6917,4705272.077,Sospechoso
3507812.648,,1604259.042,3293076.61,677558.4311,-12040819.58,32653590.11,3663722.261,20182293.46,13205641.94,,-5787470.789,74735827.94,90261982.38,4654871.3780000005,6630114.245,Sospechoso
3380561.276,39154438.95,12945227.96,1416168.332,474952.7726,-7478707.498,,607441.5116,,1651429.783,22504326.62,-4117872.099,158370898.5,55588614.51,13126003.0,16998348.67,Sospechoso
653832.9665,10712244.74,530764.3932,8611627.933,734674.0972,-3295149.2460000007,6862290.477999999,,2115901.326,19344.76376,14965329.64,-2855476.9080000008,70568179.51,6418353.431,1546828.811,3048444.873,Sospechoso
,16802583.84,2334472.414,,993518.3792,-8216763.022999999,19418914.42,250411.1971,,394775.5265,16740220.54,-2872255.344,120163343.0,,17272598.17,10719977.96,Sospechoso
1205666.764,,1440605.465,,1152888.097,-4457256.359,29267925.51,,2820541.353,1140072.285,8453845.589,-2443154.424,93816205.39,49119513.64,13909426.31,13415997.04,Sospechoso
2457693.505,,2765396.772,,564712.2126,-9975015.041,39219661.32,393336.8919,4535004.839,551394.7652,,-3848629.902,138559981.1,60438316.48,20379556.56,14566180.37,Sospechoso
1701213.106,28557325.36,5570413.807999998,7850756.634,1419413.335,,45092985.62,1043259.092,5915448.295,3573183.433,9086639.166,-6169022.27,70211465.98,660004038.2,23222695.83,20260756.91,Sospechoso
,,13983329.22,889915.3426,1395493.227,-1576220.689,26661521.67,412077.7726,9263554.738,1803171.856,12395179.47,-4417547.347,164173776.9,,12686089.88,,Sospechoso
2901232.208,,1330070.718,4373716.883,,-9580395.736,26422300.75,,6934605.1839999985,,16092650.48,-2700588.21,123069270.9,,6694350.174,8997632.016,Sospechoso
,28378877.35,6343997.891,,546397.3483,-1256487.963,13099969.63,708179.4605,637870.4481,956832.0553,22896296.09,-4307507.483,123561637.6,33659540.31,4316833.715,15513786.94,Sospechoso
3316265.466,23326915.26,2600719.2290000003,514405.6761,612026.5244,-13280512.41,9987897.332,921764.0037,3421785.12,1827487.86,23199359.66,-2702235.6560000004,120239205.7,55536704.96,,12383186.02,Sospechoso
870020.4263,10682474.16,2649122.62,746332.1563,215842.5524,-2920022.222,13644839.85,296265.4413,3397980.385,2356701.9790000003,4590420.433,-6016605.6170000015,24038433.03,47632242.08,2461418.405,5114253.752,Sospechoso
666046.5623,16109025.89,134076.1188,9664835.162,914796.8565,-9166429.347,18896313.51,289823.9618,,,15225324.57,-3810993.997,67155119.12,36057578.5,8163144.656,6450161.493,Sospechoso
1491375.4530000002,15207960.21,5652514.004,5457789.301,1877863.082,-6634147.64,30541094.79,275153.3301,13196836.19,204921.2811,,-7442710.312999999,98437672.66,425834248.5,8716456.957,5623661.646000002,Sospechoso
1330135.744,4519090.799,821369.9990000002,1222676.842,1428469.1609999996,-7232098.19,3598993.168,85789.9423,2766858.3,117176.6405,9701122.39,-4025720.738,60936287.73,30467206.76,511957.7118,2267289.409,Sospechoso
852399.2362,25882000.78,269533.2673,6405039.135,440872.9741,-9895919.431,16532735.93,1049721.525,3216888.361,,15647236.69,-3499599.646,46483115.48,34090325.42,11446063.02,9037435.682,Sospechoso
880574.3182,16348733.29,15740888.08,,,-333875.3704,20980456.44,257516.9843,3065092.278,296027.8772,16000208.4,-4486023.091,129150563.7,59450684.44,13816850.46,12826843.08,Sospechoso
2298110.11,10267204.71,9526796.546,194965.5568,891702.0090000002,-5769468.667,,,1400875.37,,6664066.129,-4075446.041,44456763.47,257482833.0,,,Sospechoso
1770633.215,25429709.57,15363060.71,3962580.588,2094589.827,-3820158.048,40281455.64,461487.505,14202475.8,,18297069.49,-8409895.851,134246706.9,1003406184.0,4051880.676,7010980.676,Sospechoso
618131.5914,26294939.77,,,3472527.4960000007,-2516700.577,30442599.12,236416.4468,,7386.083475,16822185.5,-3492957.252,207553970.0,300394995.0,30506318.85,,Sospechoso
851169.5102,13924154.06,2227956.557,2685620.5560000003,2076259.33,-4265690.312,12166433.93,480315.2304,3212199.238,1040898.318,11679450.64,-4258188.237,88506521.26,109793847.9,5257874.818,8138160.701,Sospechoso
2146060.564,,8981696.666000001,8173129.5,2314390.753,-8415273.693,41194945.59,672057.9719,6952767.772000001,266167.461,21686148.76,,180228179.8,893224045.5,18343215.49,16910618.73,Sospechoso
468052.3878,8754303.774,1009616.582,,1393742.773,,9480212.372,154065.6236,,236363.6956,14250549.68,-1947753.425,,42210923.3,8642616.295,10395706.65,Sospechoso
1086792.095,8380603.393999998,2432071.472,2749842.854,,-1140537.685,,440804.8139,4488638.715,1383113.935,10170516.46,-3984617.746,74993281.52,28387765.96,,,Sospechoso
585666.8959,8944987.127999999,4060171.336,556053.6078,396310.4811,-1148615.387,13151094.51,113192.0049,2661722.913,,3875616.048,-4676898.342,29248597.27,61372187.21,6570732.927999998,8075283.659,Sospechoso
1809385.405,,5800683.09,281870.717,1964320.82,-5774388.915,10285802.84,279919.5847,3052005.125,3252660.605,8592187.349,,114541701.9,132789738.1,7293519.4,10086479.42,Sospechoso
